,SalesID,SalePrice
79,1228152,31683.388424089324
80,1228153,21491.90251763243
81,1228155,8891.686954310775
82,1228156,39525.57597428573
83,1228157,46722.92831258743
84,1228158,40208.00788475558
85,1228160,21697.785588320487
86,1228161,26072.121016579964
87,1228168,18332.165261157388
88,1228179,18808.330853478357
89,1228182,20298.0306849606
90,1228183,10451.54875915256
91,1228188,59472.83986046918
92,1228192,20095.11003745842
93,1228195,19039.772089823153
94,1228197,41366.56913197513
95,1228198,18437.418698733094
96,1228200,12166.225217577205
97,1228203,15859.359262624579
98,1228214,47151.42230909482
99,1228217,23684.677704836926
100,1228219,47300.363148998294
101,1228222,10523.485993378397
102,1228225,11909.169237517359
103,1228228,10695.774451192627
104,1228229,13901.759843824058
105,1228231,13951.003303596528
106,1228236,12685.364328471498
107,1228237,6590.9179829630675
108,1228238,20589.047515833037
109,1228244,10614.0421919802
110,1228245,23136.346612299778
111,1228247,16536.724152378305
112,1228248,13067.898725594076
113,1228253,13865.409460866405
114,1228254,12089.03126537119
115,1228256,26294.752276897296
116,1228265,21442.02172972405
117,1228270,27055.128749837968
118,1228277,22406.794873732524
119,1228287,25674.836781490558
120,1228288,51568.124061378374
121,1228289,17900.445158414772
122,1228290,17953.23791254159
123,1228291,19440.8606802185
124,1228292,39651.26479826089
125,1228293,42732.72673998193
126,1228305,48836.50678411412
127,1228314,25087.847033396818
128,1228315,57280.66325170251
129,1228320,18233.722443984487
130,1228326,18025.54393854602
131,1228328,11898.915004633784
132,1228329,10563.486704486282
133,1228330,18186.52611447411
134,1228332,41319.72912892007
135,1228333,19295.279126695645
136,1228345,19710.719042836183
137,1228351,14974.617850973098
138,1228352,17950.846723937266
139,1228353,10553.28188240318
140,1228354,37963.449131218586
141,1228356,36093.87048761857
142,1228357,9800.759436379138
143,1228359,26890.672808535553
144,1228360,31686.937546018955
145,1228361,24754.750501285518
146,1228362,23679.36100726466
147,1228364,20177.748144029672
148,1228365,30781.355980359225
149,1228367,25276.831688486887
150,1228368,26376.791518503967
151,1228369,7169.216815530473
152,1228371,28750.147612664183
153,1228374,14604.019214474702
154,1228375,5623.543545228452
155,1228376,32885.55236142316
156,1228380,14019.188572595409
157,1228381,10459.834687007115
158,1228384,13457.126166655444
159,1228385,13438.570923314906
160,1228386,12027.981169732411
161,1228387,12104.751681483765
162,1228389,12027.981169732411
163,1228391,22466.60916836506
164,1228394,18019.722494150883
165,1228395,18903.967295391372
166,1228400,45455.64514831365
167,1228401,17329.190948160147
168,1228402,31198.244502886944
169,1228403,39573.00799885596
170,1228404,66561.73808058242
171,1228406,12634.07641952516
172,1228411,20502.61904013743
173,1228415,53548.09129997742
174,1228416,52875.31990601424
175,1228421,22299.715622752134
176,1228422,54671.24882090153
177,1228424,20804.426186365337
178,1228426,10459.834687007115
179,1228429,20805.475188285473
180,1228430,21889.43097810969
181,1228437,60392.24282395491
182,1228438,12557.086779793437
183,1228439,20840.36703455326
184,1228442,25674.836781490558
185,1228494,10480.377687695174
186,1228496,22911.543727046905
187,1228498,54938.49765450963
188,1228499,66287.32299567468
189,1228503,11911.23329914015
190,1228506,11908.603259210078
191,1228508,12955.78149050079
192,1228509,18817.318821861612
193,1228510,11927.346035199615
194,1228518,11446.66024158749
195,1228519,34752.34956746512
196,1228524,11985.748677796782
197,1228525,46845.00120697311
198,1228533,33865.947215659566
199,1228535,69664.53328676391
200,1228536,68995.18293068514
201,1228542,12219.927122466323
202,1228553,32086.901102257416
203,1228561,15686.351625036363
204,1228562,37684.13516983908
205,1228568,23921.104476710585
206,1228569,31297.30357633716
207,1228570,47766.230053713276
208,1228572,68261.4829813156
209,1228573,22730.334132182492
210,1228575,38543.91955023102
211,1228579,18281.89052562251
212,1228582,22101.71487122601
213,1228583,27864.88748997794
214,1228586,33267.03506800859
215,1228590,11915.590689011167
216,1228591,77176.38600025343
217,1228593,52364.63852899526
218,1228594,60417.133016801614
219,1228595,13600.255787824386
220,1228598,21905.355641236532
221,1228604,16611.35359500586
222,1228605,21893.757793981033
223,1228606,30433.261755072133
224,1228618,6217.889014084011
225,1228619,23809.249123072525
226,1228622,10232.67171339423
227,1228623,21291.972485100967
228,1228627,43453.18771107999
229,1228628,44339.373800188194
230,1228629,45031.493188511144
231,1228630,28097.153840209012
232,1228631,34772.99430029636
233,1228633,45988.32416718214
234,1228634,20305.601905210162
235,1228635,26161.582486151194
236,1228640,27420.76507991339
237,1228641,34521.28338968904
238,1228642,42319.37705112738
239,1228643,20077.489910634977
240,1228648,16706.196072478597
241,1228649,21125.989720565132
242,1228650,10411.276482545822
243,1228654,48755.86227108178
244,1228658,21017.785673669794
245,1228659,52078.275080255306
246,1228660,26669.444779292084
247,1228669,17140.815363645885
248,1228670,10428.894795020646
249,1228672,31733.219474533682
250,1228674,10593.519848935812
251,1228675,22468.776753199734
252,1228678,10651.741125640754
253,1228681,19049.515093499533
254,1228682,32616.13626694747
255,1228683,24281.708075793802
256,1228684,24033.149920279186
257,1228685,23830.39848111064
258,1228699,22639.03348427631
259,1228700,24493.47945732176
260,1228702,11914.658919260599
261,1228703,33514.232455350364
262,1228706,39525.19652852781
263,1228714,51564.331331709946
264,1228724,22909.590027140483
265,1228727,9079.183549246567
266,1228730,27575.912447235325
267,1228731,16394.421588362206
268,1228733,18951.149238896283
269,1228734,21606.461621723654
270,1228735,16519.641414818903
271,1228736,14900.894830339845
272,1228737,53899.78618545283
273,1228738,65797.883541546
274,1228744,6061.251118517198
275,1228746,8454.953932068282
276,1228750,11989.06606178654
277,1228751,20418.10372777734
278,1228757,28643.41122074586
279,1228759,47443.48042596558
280,1228760,28014.545645587597
281,1228761,29146.377870918364
282,1228762,24526.285641970557
283,1228763,33327.62284910347
284,1228764,27688.944894778615
285,1228776,45019.79724069568
286,1228779,26086.361543083847
287,1228781,37783.42487668877
288,1228785,27871.566907878227
289,1228788,19933.20028920594
290,1228789,11777.973952616827
291,1228794,35622.256101993866
292,1228795,36477.57739836681
293,1228809,26578.739685292934
294,1228816,13853.28549089219
295,1228818,15314.56118955574
296,1228822,14804.059379269609
297,1228824,28336.359282024147
298,1228829,13849.12568883458
299,1228831,22300.469619720694
300,1228833,30262.85065509353
301,1228835,21036.310852825784
302,1228837,25446.593742953613
303,1228846,31057.77149651405
304,1228847,11981.960612619498
305,1228850,19829.834799276574
306,1228854,17011.208508051757
307,1228858,23699.26300310051
308,1228859,27883.04054282103
309,1228863,61682.29318237429
310,1228865,31921.610476820988
311,1228866,30492.033793793107
312,1228867,34716.6505923041
313,1228871,49801.99749508427
314,1228872,37073.45697914457
315,1228874,12026.145595672086
316,1228876,12091.590417310468
317,1228877,12100.525602495654
318,1228878,12100.525602495654
319,1228879,10697.592876418814
320,1228881,15632.9610376406
321,1228888,8895.89609239491
322,1228890,16189.684185635215
323,1228894,10101.879767483662
324,1228896,5856.325675794539
325,1228899,24378.635539941657
326,1228902,32991.938831751984
327,1228907,66506.52795778269
328,1228914,16220.812034581639
329,1228919,26222.179057436788
330,1228922,11212.043987629124
331,1228924,24390.866368519975
332,1228926,20592.68018571488
333,1228929,40423.00039410053
334,1228933,78511.00068412673
335,1228935,5850.928231023397
336,1228936,5846.563151658319
337,1228940,28415.403706029094
338,1228946,36786.98869797116
339,1228951,36821.44580500823
340,1228952,34712.98716961439
341,1228953,57947.55853061691
342,1228969,47815.349359357344
343,1228985,23512.45236016293
344,1228994,29004.8259328626
345,1228995,21832.964526037256
346,1228996,10154.239389826842
347,1228997,8155.31744248071
348,1228998,22211.465452520413
349,1228999,21376.52089438674
350,1229003,10668.901308731505
351,1229004,10823.413066029494
352,1229005,10897.874619974744
353,1229006,28885.02323028482
354,1229007,25958.824525194756
355,1229008,11209.437414754355
356,1229009,7938.70777817669
357,1229017,26967.685409034202
358,1229025,11889.534239280054
359,1229027,21562.21980735265
360,1229028,25819.143548087563
361,1229043,19186.27142063103
362,1229047,10483.734035534404
363,1229049,19298.648325461476
364,1229052,13986.998675407278
365,1229053,20494.11205808118
366,1229054,19865.86209170433
367,1229055,46611.71138067632
368,1229057,25768.76153029189
369,1229065,36236.54603342927
370,1229080,11885.078357291164
371,1229083,18605.44184775472
372,1229086,46854.63478501592
373,1229087,20968.840220728172
374,1229092,35416.37284634222
375,1229096,16719.602870724215
376,1229099,23704.243990730458
377,1229100,12349.225634568598
378,1229101,12014.081210699838
379,1229102,26112.400837589827
380,1229103,35770.849703355314
381,1229104,17109.6557468826
382,1229105,24124.424174441854
383,1229112,14624.125116627965
384,1229114,44694.504085684195
385,1229119,42726.461479876896
386,1229128,18673.760558675305
387,1229129,26440.884636933803
388,1229133,78810.86680377049
389,1229135,78900.86863793149
390,1229137,25559.975383334888
391,1229138,56008.07719818576
392,1229139,11066.29986728584
393,1229140,60466.10598446166
394,1229142,6526.710700347025
395,1229143,7586.450282280392
396,1229148,10254.100462420523
397,1229150,70462.63130834755
398,1229220,6609.504628030127
399,1229223,52840.77816190129
400,1229227,28320.298594708394
401,1229236,30443.576584735798
402,1229241,10678.088165994446
403,1229242,17479.95466574095
404,1229257,39668.43129928858
405,1229262,10596.297986485699
406,1229289,20176.973629392214
407,1229290,23592.82940121454
408,1229291,11089.03384888345
409,1229292,17813.3430301231
410,1229293,17959.454022862505
411,1229295,12792.860253231851
412,1229296,19688.293586524862
413,1229300,53419.129706174754
414,1229314,25500.721271026363
415,1229315,38398.42101772134
416,1229316,17452.610381572566
417,1229321,12728.872883250018
418,1229322,22250.356027484526
419,1229323,24339.573056815287
420,1229324,22377.08103340172
421,1229329,21417.06580907903
422,1229331,20876.85544685755
423,1229336,53206.03250721969
424,1229337,58228.27563957128
425,1229338,44460.20308762514
426,1229344,19826.674604970212
427,1229353,24238.87785783363
428,1229368,18133.90968130444
429,1229372,10555.146350005622
430,1229387,9097.8507795965
431,1229388,14122.318465778524
432,1229395,83815.19616868455
433,1229396,25285.19420549929
434,1229397,24180.881744254984
435,1229399,26875.31359860227
436,1229402,9366.310100818608
437,1229403,8626.95353929109
438,1229409,59300.16957763506
439,1229415,58312.37608468452
440,1229422,36452.739041199406
441,1229425,12850.204532423657
442,1229428,12779.42816551467
443,1229429,13429.696079346118
444,1229439,47368.659897202255
445,1229443,16883.60383729836
446,1229444,6656.805245534692
447,1229454,11939.926963713318
448,1229455,9503.079957262988
449,1229459,17154.519200822928
450,1229463,6176.045511856132
451,1229471,23373.82835945013
452,1229473,18958.12519337242
453,1229474,28542.393268817166
454,1229475,38025.100613982155
455,1229476,73616.4342698364
456,1229477,36133.68502412912
457,1229480,22958.34084764381
458,1229497,15668.67410725405
459,1229498,10738.326951338488
460,1229511,11791.953647688282
461,1229513,30479.346267823556
462,1229514,37650.28368362379
463,1229515,36255.62558802119
464,1229516,39933.67404350389
465,1229517,10399.185817345835
466,1229518,18023.903650368145
467,1229519,36380.25311389523
468,1229520,36382.00827365349
469,1229521,36436.034038548816
470,1229522,27909.0230521832
471,1229523,15732.034164454844
472,1229536,24437.59644079953
473,1229539,23335.1970946036
474,1229541,10209.922386123671
475,1229543,6272.975980951831
476,1229546,12670.679677821738
477,1229547,9992.55412339041
478,1229548,11448.10623417374
479,1229549,9808.315383291223
480,1229553,47042.595852366176
481,1229564,68699.93581467365
482,1229567,10468.555464105832
483,1229580,38580.53313307948
484,1229581,11990.600967844894
485,1229582,44860.735705261344
486,1229583,46393.678200308364
487,1229585,5657.767619103955
488,1229586,43887.47522255898
489,1229589,9246.401441091048
490,1229590,25106.68468294023
491,1229591,13916.872328435615
492,1229594,10062.165140363744
493,1229597,11234.763810410357
494,1229601,22369.364954408815
495,1229604,11960.346912444593
496,1229606,9904.068237575799
497,1229609,53126.9027052311
498,1229620,5657.767619103955
499,1229622,41801.18049758604
500,1229624,30685.44870972337
501,1229639,6319.862424134714
502,1229646,20344.594408093482
503,1229648,26131.796491709672
504,1229649,6227.803614391952
505,1229654,25548.713255501436
506,1229656,13771.054423709424
507,1229657,23917.68954668857
508,1229671,16426.331424756027
509,1229672,19416.537835617535
510,1229676,18462.96491905226
511,1229677,29039.633597785996
512,1229679,9869.478340153557
513,1229680,25485.341284987073
514,1229681,16639.681523921143
515,1229689,25726.283136061917
516,1229690,33811.39646033086
517,1229691,66646.52654294603
518,1229708,19159.407516844407
519,1229711,17151.408403248453
520,1229726,32813.6674884026
521,1229728,82454.00274771778
522,1229729,86095.21615002576
523,1229730,13159.20811005109
524,1229734,29453.280672035402
525,1229739,5518.015477593297
526,1229740,13862.02755485838
527,1229741,9962.7381141498
528,1229742,9851.470909598178
529,1229743,12478.43739429121
530,1229754,14655.205965816385
531,1229759,35310.88790858278
532,1229762,21010.01242753133
533,1229763,9788.139187975758
534,1229772,37335.852735358545
535,1229775,24924.458626059866
536,1229777,29713.440543906323
537,1229783,22066.42114735971
538,1229784,55380.413474104236
539,1229785,32179.77103987912
540,1229789,28267.882320660916
541,1229790,31883.56655324842
542,1229795,28041.090115142608
543,1229798,19835.13523544682
544,1229804,18961.517622573858
545,1229807,34471.195544313574
546,1229809,13280.059471483128
547,1229810,21859.639680356508
548,1229811,16133.54894010955
549,1229812,25934.24427193326
550,1229814,28160.664753081855
551,1229816,23395.178491854578
552,1229817,20555.542232487333
553,1229820,57598.63423125103
554,1229821,6467.579799384083
555,1229822,10544.426624966609
556,1229825,24437.12755450166
557,1229827,10528.860048547152
558,1229832,10522.610048547152
559,1229841,27907.62326918763
560,1229842,28700.140110851546
561,1229848,29845.815540666852
562,1229860,30289.159412244295
563,1229862,18355.366161168888
564,1229869,17216.10636772445
565,1229873,50197.71806318018
566,1229874,68339.84598088337
567,1229875,48274.811417191
568,1229876,12750.010548256192
569,1229877,10156.748449635032
570,1229878,25166.064373343143
571,1229879,13331.22752942689
572,1229884,15450.169586962267
573,1229889,64589.70113737357
574,1229890,65911.24857448743
575,1229893,31967.217116410015
576,1229896,17187.611148982218
577,1229902,53364.55076642462
578,1229905,25706.16058730405
579,1229906,22922.314128665086
580,1229907,22353.310137976743
581,1229908,18551.461390987388
582,1229910,11653.3057007343
583,1229924,26817.92841435702
584,1229927,22951.532532317364
585,1229928,19354.624123398098
586,1229929,60786.63894430991
587,1229930,18911.084365053324
588,1229932,60120.680811836806
589,1229934,10635.906977175608
590,1229937,32876.34017535632
591,1229939,32365.13522297203
592,1229942,11136.356463222257
593,1229948,22855.666561303144
594,1229955,18350.524768670457
595,1229970,8907.823398929606
596,1229974,25841.906864185643
597,1229975,25841.906864185643
598,1229977,17105.400733882045
599,1229999,22962.654208863405
600,1230003,23169.207022599505
601,1230004,21634.626787153808
602,1230005,22559.683067904298
603,1230008,11955.047598958929
604,1230010,14012.775522867842
605,1230011,6020.811516329321
606,1230014,17694.77729780629
607,1230018,22991.940535183505
608,1230019,22991.940535183505
609,1230020,5853.082905610236
610,1230021,5848.717826245156
611,1230022,22560.3294540705
612,1230025,22574.310248429272
613,1230029,10713.926723131919
614,1230030,10868.438480429908
615,1230032,36839.433418617635
616,1230037,18900.43163944549
617,1230038,19445.6383767198
618,1230039,36821.44580500823
619,1230041,22251.054778142727
620,1230047,25539.186192397137
621,1230094,24018.400342753957
622,1230106,25848.39436182445
623,1230114,19240.451929284995
624,1230117,73263.94704500008
625,1230120,26123.31915923845
626,1230121,13069.359149779459
627,1230122,23029.955828613212
628,1230123,38622.30950309197
629,1230133,12258.867089383324
630,1230139,17026.023114899046
631,1230140,6895.7070543307045
632,1230146,19200.74591591216
633,1230149,11915.577480122256
634,1230150,18832.416280044978
635,1230156,80148.50425782122
636,1230162,76966.40298954185
637,1230165,28882.444391379264
638,1230166,29399.53154691739
639,1230167,36330.19698550773
640,1230169,69924.90573499603
641,1230170,75703.06743107567
642,1230171,75807.89714638484
643,1230172,32459.070202499443
644,1230173,34317.12816121781
645,1230174,34352.9867470764
646,1230175,68750.46789253465
647,1230176,67659.40894556306
648,1230177,66947.42089737936
649,1230178,35422.36219295774
650,1230179,35450.83441517997
651,1230181,49393.95714199942
652,1230210,12470.750469566392
653,1230216,29745.893032655975
654,1230217,26682.308299735054
655,1230221,20713.209854094734
656,1230222,26901.64779831049
657,1230227,49273.42945758362
658,1230230,12136.82023695184
659,1230232,49566.12151849126
660,1230233,11873.523133667033
661,1230234,10691.693616530501
662,1230235,55055.199135103736
663,1230236,52513.61025045143
664,1230237,33033.23551985087
665,1230238,27580.055010765966
666,1230239,29426.53130429123
667,1230265,18442.01661127137
668,1230266,23775.624570940392
669,1230267,23195.586074170566
670,1230268,24128.019957673296
671,1230274,6476.989815379524
672,1230277,34938.9484611791
673,1230286,18242.68597292546
674,1230287,28503.439249355528
675,1230294,21553.22382587377
676,1230300,83203.95962458217
677,1230301,73833.22063498505
678,1230303,55814.6686057693
679,1230305,59045.698301917095
680,1230309,66657.0618121127
681,1230312,82777.45372053159
682,1230314,61693.07583807965
683,1230321,78508.15044258084
684,1230322,52533.366790488195
685,1230324,83692.86033483034
686,1230325,87277.23987004918
687,1230326,55438.871671222376
688,1230327,31050.19828205393
689,1230328,28450.914196862937
690,1230329,13126.469768079394
691,1230338,55015.14403009068
692,1230339,74323.63870476435
693,1230341,6368.71335357045
694,1230342,22397.250811163947
695,1230364,56068.86144700246
696,1230366,49747.870060859255
697,1230369,18306.343486818052
698,1230370,16687.888949898454
699,1230374,23130.66108923935
700,1230376,8468.16584193375
701,1230389,73222.17170364097
702,1230390,34405.37359365107
703,1230391,32462.126059563012
704,1230393,18074.534828801912
705,1230401,82878.07780831905
706,1230404,58460.18401954845
707,1230405,9968.34081854427
708,1230409,10020.03532917783
709,1230410,10010.527936981389
710,1230411,9986.001738540072
711,1230412,10068.16210980461
712,1230413,9927.461426512918
713,1230414,23146.974584876185
714,1230420,58850.54915053985
715,1230421,68820.9900099631
716,1230422,22772.21635832854
717,1230423,22772.21635832854
718,1230424,22772.21635832854
719,1230425,22772.21635832854
720,1230426,22691.670889024037
721,1230427,22691.670889024037
722,1230428,22691.670889024037
723,1230429,22691.670889024037
724,1230430,22691.670889024037
725,1230431,22691.670889024037
726,1230432,22691.670889024037
727,1230433,22691.670889024037
728,1230434,22691.670889024037
729,1230435,22691.670889024037
730,1230436,22691.670889024037
731,1230437,22691.670889024037
732,1230438,22691.670889024037
733,1230439,22691.670889024037
734,1230440,22691.670889024037
735,1230441,22691.670889024037
736,1230442,22691.670889024037
737,1230443,54156.200697096756
738,1230446,61508.7368690315
739,1230447,72788.7186991219
740,1230448,28686.264102275974
741,1230457,45458.827474098514
742,1230458,51012.65985871214
743,1230463,25425.731758277027
744,1230464,14539.337695558941
745,1230477,16566.334454199216
746,1230481,20779.16148597017
747,1230495,33771.296259909825
748,1230496,33771.296259909825
749,1230498,30137.800105762435
750,1230499,31986.486860013007
751,1230502,25503.820790589907
752,1230503,15952.769476367643
753,1230513,42887.6514444093
754,1230514,11864.569576945816
755,1230519,22885.813742706567
756,1230520,23119.438406183577
757,1230521,18795.944464740347
758,1230522,19766.692953917427
759,1230523,32084.18878405313
760,1230529,9202.5699947596
761,1230530,9261.103945376884
762,1230533,53448.11911419183
763,1230534,30257.60295261831
764,1230536,16839.670975009016
765,1230538,11223.992295715772
766,1230544,22718.06719015217
767,1230549,32475.71700977746
768,1230554,16551.257994353018
769,1230555,41851.60338349374
770,1230557,6714.288724071512
771,1230559,65047.606265382026
772,1230560,34305.141169539835
773,1230566,27518.66355703998
774,1230567,24294.68700578442
775,1230568,24712.36241744217
776,1230570,39036.65427972473
777,1230571,14039.974834182698
778,1230572,32347.977069663277
779,1230573,46646.82092624325
780,1230574,31104.205272090476
781,1230575,17737.353865575118
782,1230576,26330.23636258832
783,1230577,21922.23580773718
784,1230582,47209.215257385615
785,1230583,48949.6463472175
786,1230584,31104.205272090476
787,1230585,24492.79737547295
788,1230591,6005.960375024302
789,1230597,12928.016595212091
790,1230598,7987.103852413592
791,1230611,37427.150745410894
792,1230613,41047.97279676835
793,1230615,10466.263575817075
794,1230617,30568.673371030218
795,1230618,6023.8642720532
796,1230619,6010.325454389382
797,1230620,6037.114123958388
798,1230634,45009.65128723556
799,1230635,32274.94112122612
800,1230636,11815.550279387127
801,1230637,6031.763983902365
802,1230646,61921.43505262273
803,1230650,78347.68602607884
804,1230653,23000.84847983825
805,1230654,12377.985087609863
806,1230662,12553.599496802706
807,1230668,19665.31971627206
808,1230669,19404.91448606291
809,1230670,19767.703999965375
810,1230671,16378.956545966026
811,1230673,29485.237549055488
812,1230676,19014.67162857883
813,1230677,18831.18780175536
814,1230678,22362.40164820757
815,1230693,31676.736655166216
816,1230697,9715.422098181552
817,1230700,11569.931917164015
818,1230701,10434.365311181014
819,1230706,45739.18321795286
820,1230708,33249.52508655893
821,1230710,26267.084873450734
822,1230711,33680.78137668778
823,1230712,11514.050558159575
824,1230715,10962.568009385324
825,1230716,29560.772647175585
826,1230718,11325.586813851958
827,1230740,29094.029689626892
828,1230742,11442.795389816662
829,1230746,10918.872813232943
830,1230752,16970.48551130265
831,1230754,10384.27664354845
832,1230756,21653.60913637608
833,1230757,11477.920688356176
834,1230760,10734.421151842336
835,1230761,10667.002636008847
836,1230762,10873.153258807359
837,1230767,6109.767154384434
838,1230789,38375.855570852305
839,1230792,10033.662410795498
840,1230810,48487.94090123764
841,1230812,72781.12099875644
842,1230822,65188.3940306562
843,1230826,58705.193190273945
844,1230885,32532.237554908275
845,1230886,23960.909089409124
846,1230887,12672.165681636863
847,1230888,21835.75770555046
848,1230891,26111.725011567938
849,1230894,45210.14495840632
850,1230905,21915.964791482555
851,1230909,30367.717828222216
852,1230953,10594.752247731563
853,1230966,41894.48581573271
854,1230983,24508.073647693353
855,1230986,56197.004639723214
856,1230987,35880.14421183696
857,1230988,24670.534719407242
858,1230989,66836.70751952761
859,1231007,7038.231664672931
860,1231014,63668.58063380335
861,1231015,57375.78341506169
862,1231016,79783.24467025152
863,1231017,11075.112890021112
864,1231019,54806.539899943964
865,1231020,76280.4192947734
866,1231021,35647.35817706686
867,1231022,18019.280186750562
868,1231024,30572.136995406905
869,1231042,25053.156336418815
870,1231045,27938.370322918166
871,1231046,22605.16117087711
872,1231047,22285.052258294752
873,1231048,22301.357837209413
874,1231049,22095.2591783147
875,1231050,22301.357837209413
876,1231051,22301.357837209413
877,1231054,13268.271219003715
878,1231060,6149.675807022924
879,1231068,20790.75275584101
880,1231073,20965.880946098892
881,1231074,47606.24809156799
882,1231075,34844.8281036866
883,1231079,33426.62860569725
884,1231080,24729.268373362
885,1231081,36868.09679129475
886,1231082,49993.06069849512
887,1231091,18720.274147314347
888,1231098,45811.843768267325
889,1231102,10509.530839034662
890,1231105,20362.636674556823
891,1231106,12649.580478719183
892,1231107,18559.504743823913
893,1231108,13358.24571490544
894,1231111,18095.986765794827
895,1231112,11082.297142111021
896,1231113,16646.35832956455
897,1231115,9794.533066911372
898,1231120,10760.044083528866
899,1231127,25337.634563538446
900,1231128,25556.999866564744
901,1231129,13248.412607551327
902,1231133,20498.33487601148
903,1231152,83275.78621073424
904,1231153,76714.46943907431
905,1231158,12825.280996949034
906,1231159,32776.717593979316
907,1231160,25903.117764396542
908,1231161,19494.244589252823
909,1231164,12065.468995954794
910,1231168,7361.0174640635005
911,1231183,23582.83571799785
912,1231184,14752.141173622964
913,1231185,14710.643525180873
914,1231189,21921.076931015166
915,1231194,46697.506340418084
916,1231195,25948.74313670148
917,1231196,30571.40544960263
918,1231197,52716.38921806588
919,1231198,47133.787719117005
920,1231200,13620.52803254361
921,1231201,46037.537766996094
922,1231204,12695.719499733832
923,1231205,10121.197660062737
924,1231206,24568.84220831379
925,1231207,22107.841101260066
926,1231213,23998.39749704322
927,1231242,5831.365544811992
928,1231243,5580.77658172808
929,1231244,6077.6042090902865
930,1231245,12347.93213069621
931,1231246,9952.598350378034
932,1231250,22235.17909123563
933,1231262,26758.491003732513
934,1231264,22522.38751818365
935,1231265,21858.42351514248
936,1231267,11687.159088522234
937,1231269,20876.17467165634
938,1231275,20305.464218805468
939,1231276,23247.301609060916
940,1231284,11486.430060826608
941,1231297,5834.4866970538405
942,1231298,19999.007271486767
943,1231299,18948.734489609014
944,1231300,7231.055398195728
945,1231301,28134.61871478896
946,1231318,17415.2157666281
947,1231319,30656.076507933132
948,1231320,12134.304030023448
949,1231324,23725.31854671045
950,1231326,25541.90709029524
951,1231331,34736.56274290769
952,1231332,42049.01815628179
953,1231333,29692.590911850508
954,1231334,59367.034086444146
955,1231336,6178.382872295067
956,1231340,12452.593403070585
957,1231342,32735.76647390185
958,1231344,42356.81885391656
959,1231346,5808.651671720668
960,1231347,5808.651671720668
961,1231363,12888.959147571419
962,1231382,6206.633603126286
963,1231387,11785.949650375858
964,1231394,22623.73894990063
965,1231395,32185.649492277582
966,1231396,28933.392372591694
967,1231397,23306.87358751622
968,1231398,32942.77090840666
969,1231402,23132.442595004017
970,1231405,9768.438884155392
971,1231418,16382.86358938143
972,1231427,7768.597396861715
973,1231432,23527.657992968852
974,1231438,25029.850868826135
975,1231439,10211.322448272274
976,1231440,18091.162302886427
977,1231441,30721.986078416412
978,1231444,12870.370364445696
979,1231445,10687.148307198755
980,1231446,58664.539373044594
981,1231447,24160.591314061778
982,1231449,10793.966361473513
983,1231451,32030.30681106704
984,1231453,29822.45333084909
985,1231457,54956.70676976341
986,4244769,12126.372252001285
987,4245421,13838.456718719774
988,4245631,14007.387501201594
989,4245744,12228.590617123973
990,4245803,47200.199441645
991,4245945,38508.422110435145
992,4245946,45454.72180067435
993,4245963,37347.91653843773
994,4245974,35105.20023694156
995,4245977,38672.58402876373
996,4246000,38672.58402876373
997,4246035,18701.573673389095
